timestamp,temperature,humidity,load_lag_t+1,load_lag_t+2,load_lag_t+3,load_lag_t+4,load_lag_t+5,load_lag_t+6,load_lag_t+7,load_lag_t+8,load_lag_t+9,load_lag_t+10,load_lag_t+11,load_lag_t+12,load_lag_t+13,load_lag_t+14,load_lag_t+15,load_lag_t+16,load_lag_t+17,load_lag_t+18,load_lag_t+19,load_lag_t+20,load_lag_t+21,load_lag_t+22,load_lag_t+23,load_lag_t+24,t-1
2026-02-20 20:37:29.245604,16.11,59.76,1427.99,1493.51,1572.93,1535.34,1799.12,1790.51,1870.81,1856.41,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1438.94
2026-02-20 21:37:29.245604,17.06,63.92,1493.51,1572.93,1535.34,1799.12,1790.51,1870.81,1856.41,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1421.0
2026-02-20 22:37:29.245604,19.36,63.22,1572.93,1535.34,1799.12,1790.51,1870.81,1856.41,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1497.14
2026-02-20 23:37:29.245604,17.58,67.41,1535.34,1799.12,1790.51,1870.81,1856.41,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1544.23
2026-02-21 00:37:29.245604,19.41,64.56,1799.12,1790.51,1870.81,1856.41,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1509.47
2026-02-21 01:37:29.245604,22.71,68.7,1790.51,1870.81,1856.41,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1790.69
2026-02-21 02:37:29.245604,23.48,72.43,1870.81,1856.41,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1775.32
2026-02-21 03:37:29.245604,26.71,70.4,1856.41,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,1875.52
2026-02-21 04:37:29.245604,25.83,66.54,1973.71,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1842.79
2026-02-21 05:37:29.245604,25.68,68.29,2048.95,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1952.53
2026-02-21 06:37:29.245604,30.2,68.26,1878.4,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,2070.93
2026-02-21 07:37:29.245604,27.46,54.84,1939.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1875.01
2026-02-21 08:37:29.245604,27.3,65.11,1715.37,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1940.12
2026-02-21 09:37:29.245604,24.11,56.53,1741.42,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1694.0
2026-02-21 10:37:29.245604,24.18,57.12,1686.64,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1733.25
2026-02-21 11:37:29.245604,23.72,58.06,1569.38,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1688.3
2026-02-21 12:37:29.245604,20.27,46.1,1409.25,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1552.12
2026-02-21 13:37:29.245604,21.01,47.64,1279.1,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1414.89
2026-02-21 14:37:29.245604,18.1,48.86,1222.18,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1270.09
2026-02-21 15:37:29.245604,17.32,47.09,1180.73,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1217.8
2026-02-21 16:37:29.245604,15.9,58.05,1291.93,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1171.7
2026-02-21 17:37:29.245604,18.98,49.18,1254.35,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1319.71
2026-02-21 18:37:29.245604,15.98,52.37,1206.39,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1254.15
2026-02-21 19:37:29.245604,14.62,57.78,1318.82,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1190.52
2026-02-21 20:37:29.245604,18.04,54.72,1298.62,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1331.16
2026-02-21 21:37:29.245604,15.93,60.55,1420.98,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1280.31
2026-02-21 22:37:29.245604,19.31,65.86,1440.45,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1424.11
2026-02-21 23:37:29.245604,17.51,65.4,1588.87,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1411.05
2026-02-22 00:37:29.245604,20.01,68.04,1663.24,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1568.95
2026-02-22 01:37:29.245604,23.85,67.41,1831.99,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1666.19
2026-02-22 02:37:29.245604,26.11,63.93,1907.3,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,1843.07
2026-02-22 03:37:29.245604,26.5,71.06,2012.26,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,1909.87
2026-02-22 04:37:29.245604,27.02,75.91,1980.62,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2010.53
2026-02-22 05:37:29.245604,27.34,67.47,1946.74,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,1976.1
2026-02-22 06:37:29.245604,25.78,66.3,1919.9,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,1924.56
2026-02-22 07:37:29.245604,26.72,65.81,1891.12,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,1909.1
2026-02-22 08:37:29.245604,26.51,55.39,1939.42,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,1884.21
2026-02-22 09:37:29.245604,27.83,64.68,1727.75,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1955.28
2026-02-22 10:37:29.245604,25.52,56.22,1656.41,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1732.9
2026-02-22 11:37:29.245604,20.91,59.8,1577.91,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1629.96
2026-02-22 12:37:29.245604,22.49,48.65,1459.7,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1582.77
2026-02-22 13:37:29.245604,19.87,57.75,1352.28,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1453.92
2026-02-22 14:37:29.245604,17.98,53.11,1344.31,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1342.13
2026-02-22 15:37:29.245604,18.67,52.44,1234.53,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1353.49
2026-02-22 16:37:29.245604,18.35,52.05,1260.81,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1249.99
2026-02-22 17:37:29.245604,17.6,51.61,1178.45,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1274.78
2026-02-22 18:37:29.245604,14.74,59.4,1284.9,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1165.86
2026-02-22 19:37:29.245604,15.74,57.52,1371.33,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1280.26
2026-02-22 20:37:29.245604,17.3,51.66,1325.36,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1376.3
2026-02-22 21:37:29.245604,19.22,57.66,1450.73,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1339.99
2026-02-22 22:37:29.245604,18.28,63.84,1505.29,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1443.54
2026-02-22 23:37:29.245604,20.17,67.97,1765.38,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1502.51
2026-02-23 00:37:29.245604,20.34,68.19,1777.86,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1748.78
2026-02-23 01:37:29.245604,21.76,74.4,1946.08,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,1759.92
2026-02-23 02:37:29.245604,26.22,62.18,2006.65,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,1958.27
2026-02-23 03:37:29.245604,28.28,70.34,2022.81,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2026.99
2026-02-23 04:37:29.245604,27.09,61.61,2084.6,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2021.73
2026-02-23 05:37:29.245604,29.3,70.44,2142.33,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2099.65
2026-02-23 06:37:29.245604,28.54,65.03,2028.43,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2147.75
2026-02-23 07:37:29.245604,26.83,64.72,2049.62,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2018.75
2026-02-23 08:37:29.245604,27.74,57.02,2005.66,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2055.04
2026-02-23 09:37:29.245604,28.55,62.99,1887.26,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2028.73
2026-02-23 10:37:29.245604,24.95,59.58,1836.66,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1886.72
2026-02-23 11:37:29.245604,25.9,55.6,1577.18,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1860.13
2026-02-23 12:37:29.245604,18.07,51.07,1621.9,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1537.88
2026-02-23 13:37:29.245604,21.68,52.79,1552.82,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1634.23
2026-02-23 14:37:29.245604,19.13,47.18,1389.99,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1554.13
2026-02-23 15:37:29.245604,17.31,53.65,1446.42,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1385.5
2026-02-23 16:37:29.245604,16.94,57.71,1368.61,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1447.8
2026-02-23 17:37:29.245604,13.22,56.89,1276.39,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1338.8
2026-02-23 18:37:29.245604,15.67,51.68,1301.58,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1273.09
2026-02-23 19:37:29.245604,16.74,58.4,1429.2,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1306.94
2026-02-23 20:37:29.245604,19.02,54.36,1437.85,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1587.34,1451.37
2026-02-23 21:37:29.245604,16.98,64.42,1622.02,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1587.34,1600.03,1430.08
2026-02-23 22:37:29.245604,17.79,66.39,1606.08,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1587.34,1600.03,1632.53,1609.89
2026-02-23 23:37:29.245604,19.69,59.25,1825.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1587.34,1600.03,1632.53,1737.39,1598.55
2026-02-24 00:37:29.245604,23.37,63.77,1907.49,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1587.34,1600.03,1632.53,1737.39,1840.04,1839.5
2026-02-24 01:37:29.245604,24.05,68.39,2075.13,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1587.34,1600.03,1632.53,1737.39,1840.04,1918.29,1912.42
2026-02-24 02:37:29.245604,24.21,68.79,2086.54,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1587.34,1600.03,1632.53,1737.39,1840.04,1918.29,2094.66,2067.18
2026-02-24 03:37:29.245604,27.01,64.93,2183.18,2274.44,2164.27,2162.77,2144.88,2090.83,2012.51,1877.19,1800.65,1663.22,1497.69,1541.1,1520.27,1405.07,1402.11,1426.16,1587.34,1600.03,1632.53,1737.39,1840.04,1918.29,2094.66,2231.24,2094.24
